date,rain,tmax,tmin
21-12-1951,0,30.42000008,11.69999981
22-12-1951,0,29.51000023,11.14000034
23-12-1951,0,29.12000084,10.05000019
24-12-1951,0,28.40999985,10.02000046
25-12-1951,0,28.90999985,9.979999542
26-12-1951,0,27.15999985,10.46000004
27-12-1951,0,26.90999985,10.75
28-12-1951,0,26.87999916,10.47000027
29-12-1951,0,26.79999924,10.13000011
30-12-1951,0,26.71999931,10.22999954
31-12-1951,0,26.53000069,10.11999989
01-01-1952,0,26.32999992,9.920000076
02-01-1952,0,26.12999916,9.850000381
03-01-1952,0,26.01000023,9.630000114
04-01-1952,0,26.10000038,9.760000229
05-01-1952,0,26.28000069,10.11999989
06-01-1952,0,26.87999916,10.38000011
07-01-1952,0,26.87000084,10.56000042
08-01-1952,0,25.34000015,8.880000114
09-01-1952,0,23.21999931,6.28000021
10-01-1952,0,23.82999992,7.329999924
11-01-1952,0,25.22999954,8.75
12-01-1952,0,26.04999924,9.130000114
13-01-1952,0,28.12999916,8.81000042
14-01-1952,0,30.81999969,10.56999969
15-01-1952,0,26.79000092,10.63000011
16-01-1952,0,26.29999924,9.829999924
17-01-1952,0,25.57999992,9.729999542
18-01-1952,0,27.71999931,11.21000004
19-01-1952,0,30.51000023,13.40999985
20-01-1952,0,31.13999939,13.44999981
21-01-1952,0,32.34999847,11.77000046
22-01-1952,0,32.00999832,12.23999977
23-01-1952,0,32.25999832,12
24-01-1952,0,32.20000076,11.84000015
25-01-1952,0,31.81999969,12.43999958
26-01-1952,0,31.61000061,13.27999973
27-01-1952,0,31.43000031,13.30000019
28-01-1952,0,31.28000069,13.84000015
29-01-1952,0,30.78000069,13.93999958
30-01-1952,0,30.75,12.96000004
31-01-1952,0,31.04000092,12.78999996
01-02-1952,0,31.59000015,13.51000023
02-02-1952,0,31.56999969,15.18999958
03-02-1952,0,29.37999916,14.68999958
04-02-1952,0,25.95000076,12.06000042
05-02-1952,0,25.73999977,11.89000034
06-02-1952,0,27.79999924,11.89000034
07-02-1952,0,28.95000076,12.89999962
08-02-1952,0,29.69000053,13.47999954
09-02-1952,0,29.81999969,14.65999985
10-02-1952,0,29.25,14.57999992
11-02-1952,0,29.17000008,14.06000042
12-02-1952,0,30.72999954,15.28999996
13-02-1952,0,32.49000168,14.64999962
14-02-1952,0,31.81999969,14.27000046
15-02-1952,0,29.64999962,13.72000027
16-02-1952,0,29.39999962,14.38000011
17-02-1952,0,29.11000061,14.10999966
18-02-1952,0,28.64999962,11.10000038
19-02-1952,0,29.26000023,12.60000038
20-02-1952,0,30.81999969,14.76000023
21-02-1952,0,30.65999985,12.81999969
22-02-1952,0,29.79999924,10.98999977
23-02-1952,0,27.72999954,10.94999981
24-02-1952,0,30.20999908,11.48999977
25-02-1952,0,33.11000061,11.93999958
26-02-1952,0,33.84000015,12.77999973
27-02-1952,0,33.43999863,13.67000008
28-02-1952,0,33.02999878,15.30000019
29-02-1952,0,32.40999985,17.22999954
01-03-1952,0,31.04999924,15.35000038
02-03-1952,0,30.18000031,12.35000038
03-03-1952,0,30.61000061,13.5
04-03-1952,0,32.27000046,14.25
05-03-1952,0,33.18000031,15.31000042
06-03-1952,0,33.31999969,17.29000092
07-03-1952,0,31.32999992,16.54000092
08-03-1952,0,30.62000084,14.93000031
09-03-1952,0,31.22999954,15.43999958
10-03-1952,0,30.80999947,15.85999966
11-03-1952,0,31.97999954,15.65999985
12-03-1952,0,33.09000015,16.64999962
13-03-1952,0,33.50999832,17.47999954
14-03-1952,0,34.20999908,17.48999977
15-03-1952,0,33.15000153,17.85000038
16-03-1952,0,31.36000061,17.01000023
17-03-1952,0,31.43000031,13.5
18-03-1952,0,31.93000031,12.43000031
19-03-1952,0,33.22999954,13.65999985
20-03-1952,0,34.72000122,14.89000034
21-03-1952,0,35.5,16.61000061
22-03-1952,0,35.52000046,19.67000008
23-03-1952,0,34.15999985,17.63999939
24-03-1952,0,34.36000061,16.32999992
25-03-1952,0,35.09000015,17.52000046
26-03-1952,0,35.93999863,19.22999954
27-03-1952,0,35.91999817,20.62000084
28-03-1952,0,36.70000076,22.51000023
29-03-1952,0,36.36999893,22.17000008
30-03-1952,0,36.09999847,19.14999962
31-03-1952,0,35.81000137,21.02000046
01-04-1952,0,35.84999847,21.84000015
02-04-1952,0,35.86000061,20.98999977
03-04-1952,0,35.56999969,19.92000008
04-04-1952,0,35.45000076,21.04999924
05-04-1952,0,34.90999985,21.45999908
06-04-1952,0,33.91999817,21.38999939
07-04-1952,0,34.65000153,21.27000046
08-04-1952,0,34.18999863,19.54000092
09-04-1952,0,35.54999924,20.5
10-04-1952,0,36.86999893,22.22999954
11-04-1952,0,37.22000122,22.67000008
12-04-1952,0,37.61000061,21.11000061
13-04-1952,0,37.68999863,22.05999947
14-04-1952,0,37.93000031,23.69000053
15-04-1952,0,38.29000092,24.12000084
16-04-1952,0,38.27000046,24.13999939
17-04-1952,0,38.38000107,24.22999954
18-04-1952,0,40.59000015,24.84000015
19-04-1952,0,39.86000061,24.79000092
20-04-1952,0,39.83000183,24.37000084
21-04-1952,0,38.59999847,23.5
22-04-1952,0,39.25,24.95999908
23-04-1952,0,40.90999985,26.56999969
24-04-1952,0,40.43999863,23.90999985
25-04-1952,0,39.88999939,24.62000084
26-04-1952,0,40.72000122,24.84000015
27-04-1952,0,40.04000092,23.25
28-04-1952,0,39.75999832,24.04999924
29-04-1952,0,39.02000046,23.92000008
30-04-1952,0,38.45000076,24.18000031
01-05-1952,0,37.86999893,24.39999962
02-05-1952,0,39.22000122,25.69000053
03-05-1952,0,39.41999817,25.07999992
04-05-1952,0,39.61000061,25.71999931
05-05-1952,0,38.83000183,24.48999977
06-05-1952,0,39.86999893,25.45000076
07-05-1952,0,41.34000015,25.86000061
